PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
QEwdo,8/8/1PP5/4b3/4kp2/6p1/6Kp/3R4 w - - 0 60,c6c7 f4f3 g2h3 g3g2 c7c8q h2h1q d1h1 g2h1q,1613,75,100,1920,advancedPawn crushing endgame exposedKing promotion veryLong,https://lichess.org/WZRWra2L#119,
OkoUk,R7/3pq1k1/6p1/1b2p1P1/1p1pPb1Q/1P1r3B/8/7K b - - 5 39,d3h3 h4h3 f4g5 h3h8 g7f7 h8g8 f7f6 a8f8 e7f8 g8f8,1614,76,100,2627,advantage endgame veryLong,https://lichess.org/8v6Twp1e/black#78,
Nq5Ip,4r3/pp4k1/6p1/5pNp/8/8/P1p2PPP/2R3K1 w - - 0 29,g5f3 e8d8 g1f1 d8d1 f1e2 d1c1,1616,75,100,1793,crushing endgame long quietMove,https://lichess.org/DYXAtAcY#57,
dCRbY,6k1/5r2/p5p1/4Q3/1pP3q1/1P3pP1/P4P1K/R3R3 w - - 1 32,a1d1 f7h7 h2g1 h7h1 g1h1 g4h3 h1g1 h3g2,1620,76,100,1771,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/DBxlaODr#63,
LyzGJ,5r1k/3q4/3P3p/4p2P/4b3/3Q4/4N3/1B5K w - - 0 41,d3e4 d7h3 h1g1 f8f1,1620,76,100,3279,endgame mate mateIn2 short,https://lichess.org/3kHkDNgo#81,
HqEGT,2r3k1/p5p1/b2N3p/4pq2/2rp4/1P1Q1P1P/PK2R1P1/3R4 b - - 1 40,c4c2 e2c2 c8c2 d3c2,1623,77,100,2662,crushing middlegame short,https://lichess.org/R5x7UM7N/black#80,
7rf3T,8/1R1R2b1/p4p1k/P5p1/6qp/2P3B1/1PB2PK1/4r3 w - - 0 40,d7g7 h4h3 g2h2 e1h1 h2h1 g4f3 h1g1 f3g2,1625,75,100,3187,attraction endgame master mate mateIn4 sacrifice veryLong,https://lichess.org/cYJjj4Wd#79,
bZz9s,4q1rk/pp3ppp/4pn2/3rN3/7Q/6R1/PPP2PPP/4R1K1 b - - 12 24,f6d7 h4h7 h8h7 g3h3,1625,75,100,2984,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/CfOhRkCI/black#48,
Cq3r5,4r1k1/p4p2/4r1p1/1QP4p/P6P/5qB1/1R6/3R2K1 w - - 0 35,d1d3 e6e1 g3e1 e8e1 g1h2 e1h1,1626,75,100,3044,exposedKing killBoxMate long mate mateIn3 middlegame sacrifice,https://lichess.org/MBRYxg42#69,
IgC2U,2r5/7p/p4pp1/8/1P6/P1RK1k2/5P1P/8 b - - 0 36,c8c3 d3c3 f6f5 a3a4 f3f2 b4b5,1628,75,100,1760,crushing endgame long quietMove,https://lichess.org/AOmNR6Gd/black#72,
bXYm3,r3R1k1/pp3rpn/1q5p/3p4/8/8/PP2Q1PP/5R1K b - - 1 24,f7f8 f1f8 h7f8 e8a8,1629,75,100,1725,advantage middlegame short,https://lichess.org/O2Rpbx38/black#48,
belqQ,5k2/7R/5PP1/7P/8/2b5/4K3/6r1 b - - 0 50,c3f6 h7f7 f8g8 f7f6 g1h1 f6f5,1630,75,100,2228,crushing defensiveMove endgame fork long,https://lichess.org/71y0OBuD/black#100,
oCXIQ,4r1k1/r5b1/p2p2Q1/1pp2N2/4q1P1/2P5/PP5P/5RK1 b - - 3 30,e8e6 f5h6 g8h8 f1f8 g7f8 g6g8,1631,76,100,2775,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Bm68vjBM/black#60,
GiO1n,5r2/R6k/3p1p1p/3NpNnP/1p2P3/4R3/1P3q2/7K b - - 5 44,f8f7 d5f6 h7h8 a7a8 f7f8 a8f8,1632,75,100,2067,long mate mateIn3 middlegame pin,https://lichess.org/6MX5B0FG/black#88,
gEnVy,r4rk1/pp6/4b3/1Nnpb3/3N1p1q/3B2p1/PPP1QPP1/R4RK1 w - - 0 21,f2g3 f4g3 f1f8 a8f8,1633,75,100,2322,crushing middlegame short,https://lichess.org/6m1gi7X0#41,
zRF5i,1r2r1k1/p4p2/5qpp/2p5/3n4/1P1P2P1/P1P2PBP/R2Q1RK1 w - - 3 18,f1e1 e8e1 d1e1 d4c2,1636,75,100,2215,crushing middlegame short,https://lichess.org/NLAuSZ7v#35,Sicilian_Defense Sicilian_Defense_Closed
8eXcv,5rk1/5pp1/3P4/p2qPQ2/7P/Pr5P/1P4RK/5R2 w - - 3 33,f5f6 d5g2 h2g2 g7f6,1636,74,100,3347,advantage endgame short,https://lichess.org/fC4nbFjY#65,
vmdSD,5R2/P7/7p/3b4/6p1/2P5/2PK1pkP/8 w - - 0 52,d2e2 d5f3 f8f3 g4f3,1638,77,100,3015,crushing endgame short,https://lichess.org/qwbCXMHh#103,
YtnE8,r1k5/p1p1BB2/1p1pN3/n1b1p2n/Q3P2P/2PP2r1/PP5K/RN3b2 w - - 0 22,f7h5 g3h3,1642,76,100,1800,mate mateIn1 middlegame oneMove,https://lichess.org/LzUWgnCa#43,
QDniT,r5k1/5pb1/2N4p/4nBpP/p1P5/5RP1/P3rPK1/7R w - - 3 36,f3e3 e2e3 f2e3 e5c6,1643,75,100,1721,advantage middlegame short,https://lichess.org/14SofuMi#71,
9zGw9,1r2r3/p4p1k/bp2pP1b/2pp1BPQ/5q1P/3P4/PPP2P2/R3R1K1 b - - 0 26,f4f5 h5h6 h7g8 h6g7,1644,76,100,3358,mate mateIn2 middlegame short,https://lichess.org/7UC6m5Fa/black#52,
ClR3v,R7/3P1pkp/1b3pp1/1B6/Pp2P1P1/1P4K1/3r3P/8 w - - 5 40,a8b8 b6c7 g3f3 c7b8,1648,75,100,1764,advantage endgame fork short,https://lichess.org/LZFBe51u#79,
SO0eD,3n3r/p4p1p/1p1k1PpP/4p3/3pN3/P1r2BP1/5PK1/3R4 b - - 1 32,d6e6 f3g4 e6d5 e4c3,1653,75,100,2135,advantage endgame pin short,https://lichess.org/4S4kgy3a/black#64,
Llq8k,8/R5pk/1p4rp/4Pp2/5P2/1P1P1Q1P/P2q1RP1/2r3K1 w - - 3 35,g1h2 d2e1 f2f1 e1f1 f3f1 c1f1,1653,75,100,2154,crushing endgame long,https://lichess.org/Jk6qjqD3#69,
uUfbw,4r1k1/p3rppp/8/2p5/3b4/1P2NR2/P1P2BPP/3R2K1 w - - 6 27,e3f5 e7e1 d1e1 e8e1,1653,77,100,2062,mate mateIn2 middlegame pin short,https://lichess.org/NsFH364h#53,
oFdVV,r1b1r1k1/5p1p/2q3p1/p7/2p1P3/Q3B3/P3BPPP/5RK1 b - - 1 26,c6e4 e2f3 e4d3 a3d3 c4d3 f3a8,1659,74,100,2492,advantage long middlegame,https://lichess.org/tGhhtrhc/black#52,
0wkrk,6k1/5p2/p3p2p/3bP1p1/1P1P4/R3P1P1/2r1B2P/4K3 w - - 0 32,a3a6 c2e2 e1e2 d5c4 e2f2 c4a6,1659,75,100,1727,advantage attraction endgame exposedKing fork long sacrifice,https://lichess.org/q1pCxLwj#63,
4iKjr,r4rk1/ppp1Qp1p/6p1/8/6N1/1q6/5PPP/5RK1 b - - 3 22,f7f5 g4h6 g8h8 e7e5 f8f6 e5f6,1665,75,100,2606,endgame long mate mateIn3,https://lichess.org/uAxaxDr3/black#44,
iHjzW,3rr2k/p1p2p1p/5P2/3Q4/4Np2/5Pq1/PPP1K3/R4R2 w - - 7 24,d5f7 e8e4 f3e4 g3e3,1669,74,100,3537,mate mateIn2 middlegame sacrifice short,https://lichess.org/gdkSjRMb#47,
A2qgb,rnb2rk1/2q2ppp/p3p3/1p1p2Q1/1b1P4/2NB1N2/PP3PPP/2R2RK1 b - - 3 13,c7e7 d3h7 g8h7 g5h5 h7g8 f3g5 e7g5 h5g5,1671,75,100,2154,advantage attraction kingsideAttack middlegame sacrifice veryLong,https://lichess.org/4U5lQvGA/black#26,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Deferred
Ugmxc,4r1k1/1bp3pp/p7/1nB2q2/p7/5P2/P2Q2PP/2RR2K1 w - - 0 28,d2d7 e8e1 d1e1 f5d7,1672,75,100,2350,advantage deflection master middlegame short,https://lichess.org/dRoTwk9p#55,
JdGK9,6k1/8/p5p1/1p1pN1Pp/2pP1Q2/P1P1KPP1/1Pb5/6q1 w - - 5 43,e3d2 g1d1 d2e3 d1e1,1676,75,100,1902,endgame mate mateIn2 short,https://lichess.org/9LLWUxtH#85,
bCOxX,1r3rk1/4bppp/p3pn2/1pq1Q3/2Pp4/3P2P1/P1N2PBP/1R2R1K1 b - - 1 22,b5c4 b1b8 c5e5 b8f8 g8f8 e1e5,1678,75,100,1770,advantage kingsideAttack long middlegame,https://lichess.org/KW5dSGcp/black#44,
llMdt,6k1/5p2/6p1/4N2p/p4P2/q5P1/4QK2/8 w - - 0 67,e2e3 a3e3 f2e3 a4a3,1679,76,100,3150,crushing endgame master short,https://lichess.org/PED782hk#133,
jCLsq,2Q5/3P1pkp/6p1/p7/1p3B2/6PK/8/1q6 w - - 2 43,d7d8q b1h1 h3g4 h1h5,1681,76,100,2592,endgame mate mateIn2 short,https://lichess.org/wGjgtNY3#85,
d6GJu,8/8/R7/6p1/P3NbP1/5k2/r7/3K4 w - - 0 50,e4f6 a2d2 d1c1 d2d6 c1c2 d6a6,1682,75,100,2383,crushing discoveredAttack discoveredCheck endgame exposedKing long,https://lichess.org/YHhMMlvE#99,
seYcZ,1rn2rk1/1p4pp/pRp1q1n1/3pP3/Q1PP1p2/3B1P2/P2B2PP/4R1K1 w - - 2 24,c4d5 c8b6 d5e6 b6a4,1686,75,100,1733,advantage hangingPiece middlegame short,https://lichess.org/wqL6rORE#47,
W1rlv,8/2KP2k1/5b2/2P5/8/4P3/1r3P1p/5R2 b - - 0 40,b2f2 f1f2 h2h1q f2f6 g7f6 d7d8q,1695,75,100,2147,advancedPawn attraction crushing endgame long promotion,https://lichess.org/wScYYfNy/black#80,
FW9LQ,8/p1kp4/b1p4p/1p5R/2PPP3/1B1KP3/PP2R2P/5rr1 w - - 0 28,h5h6 b5c4 b3c4 f1d1 d3c3 d1c1,1699,76,100,2216,advantage endgame fork long,https://lichess.org/0cKV1EqK#55,
vIobs,3r3k/1b3n1p/p4p2/2p2N2/6QP/Pq6/5PP1/4R1K1 b - - 3 30,d8g8 g4g8 h8g8 e1e8,1701,75,100,1234,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/TZxue7WV/black#60,
QKJKe,6k1/3b1ppp/p3P3/8/3Q1P2/5BP1/6KP/q1r5 w - - 0 32,d4a1 c1a1 e6d7 a1a2 g2f1 a2d2,1701,75,100,1258,crushing endgame long,https://lichess.org/bwm9zDoG#63,
p6kln,2k5/pp6/4P1Rp/8/8/1P5P/6PK/1r6 b - - 0 33,b1b3 g6g8 c8c7 e6e7,1701,75,100,1784,advancedPawn crushing endgame rookEndgame short,https://lichess.org/1rZNJ9ev/black#66,
VEa0m,3R4/8/5pk1/1r1p4/3K3p/5P2/6P1/8 w - - 0 43,d8d5 b5d5 d4d5 g6f5 d5d6 f5f4,1702,75,100,1209,crushing endgame long rookEndgame,https://lichess.org/57KhdW4Q#85,
yoIJC,8/p7/2p5/8/2P3p1/1P4k1/P7/6K1 b - - 0 52,c6c5 b3b4 c5b4 c4c5 g3f4 c5c6,1704,75,100,1218,crushing endgame long pawnEndgame quietMove,https://lichess.org/k43dARNx/black#104,
xrHJJ,r2q1rk1/2pn1pp1/3pb2N/p3pN2/1p2P3/1P1PP2P/1PP3P1/R2Q1RK1 b - - 0 17,g7h6 d1g4 d8g5 f5h6 g8h7 g4g5,1706,74,100,1955,crushing intermezzo kingsideAttack long middlegame pin,https://lichess.org/BmCP9xZ1/black#34,Three_Knights_Opening Three_Knights_Opening_Other_variations
YdSKz,r5k1/1b3rp1/2q1p1Qp/p3B1n1/8/2P1R3/P1B3PP/R6K w - - 9 30,a1g1 c6g2 g1g2 f7f1,1707,75,100,1359,kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/BY4GunvM#59,
QJTyc,3r4/p2nk1pp/3Q1p2/8/4P1B1/3P1KB1/Pr4PP/7q b - - 0 27,e7e8 d6e6 e8f8 g3d6,1709,76,100,1601,mate mateIn2 middlegame short,https://lichess.org/sReoV76L/black#54,
s49pZ,7R/8/8/7P/6k1/5p2/3r1P1K/8 w - - 2 62,h2g1 g4h3 h8e8 d2d1 e8e1 d1e1,1709,74,100,2390,endgame long mate mateIn3 rookEndgame,https://lichess.org/csnSES4n#123,
Iznrj,7k/1p6/p2p3p/3P2r1/2P1R1Bn/PP5P/7K/8 w - - 3 34,g4e6 h4f3 h2h1 g5g1,1709,77,100,1358,arabianMate endgame mate mateIn2 short,https://lichess.org/5IhKRZKJ#67,
hfhWH,r4rk1/pp1n2pp/P1p5/R4p2/3PB3/1q3P2/1P1Q1P1P/6RK w - - 2 21,e4f5 b3f3 g1g2 f8f5,1711,75,100,1562,advantage intermezzo kingsideAttack middlegame short,https://lichess.org/hu2OBGKQ#41,
El1i0,5q1k/7p/3p1r2/8/3PQp2/2P1n3/PP2N2P/6RK w - - 5 34,e2f4 f6f4 e4e3 f8a8 g1g2 f4f1,1712,75,100,1315,advantage endgame long,https://lichess.org/RgOZ8d2N#67,
xgUiY,5R2/8/6pB/4b1P1/p1R4p/3krp1P/P4K2/8 w - - 6 49,f8c8 e5g3 f2g1 e3e1,1713,75,100,2157,endgame mate mateIn2 pillsburysMate short,https://lichess.org/f64OwoXe#97,
abuaP,1rr3k1/6nR/3pp1p1/6P1/qp2P3/P4P2/1PPQ4/1K5R w - - 0 25,d2d6 a4c2 b1a1 c2c1 h1c1 c8c1 a1a2 b4b3,1718,75,100,1285,mate mateIn4 middlegame queensideAttack sacrifice veryLong,https://lichess.org/5xDw98Im#49,
u5hoW,r4k1r/pp1q1pp1/2p4p/3bB3/PP1P4/8/4Q1PP/2R1R1K1 b - - 0 21,a8e8 e5d6 f8g8 e2e8 d7e8 e1e8,1719,75,100,1284,crushing deflection discoveredAttack long middlegame,https://lichess.org/O5lUxvkG/black#42,
vmtdX,1k1b3r/p7/PpQ1p3/1P6/3P1q2/2P2B2/5K1r/R3R3 w - - 5 33,f2g1 f4g3 f3g2 h2h1,1720,75,100,1880,mate mateIn2 middlegame pin short,https://lichess.org/i5nCRKXn#65,
8mDNj,8/5k2/2pp1p2/p4K1p/P1PP3P/8/8/8 b - - 0 40,c6c5 d4d5 f7g7 f5e6 f6f5 e6f5 g7f7 f5g5,1721,74,100,1431,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/xuGOCNCP/black#80,
jkZEt,8/7p/4KP1r/3P1R2/4k1n1/8/8/8 b - - 0 54,h6f6 f5f6 g4f6 d5d6 f6d5 d6d7,1722,76,100,1517,advancedPawn crushing endgame long,https://lichess.org/61OPcLqG/black#108,
3Fn7t,r4rk1/1p3ppp/p3n3/3NP1q1/8/P2Q1R2/1P4PP/R5K1 b - - 3 21,g5e5 d5e7 g8h8 d3h7 h8h7 f3h3 e5h5 h3h5,1722,76,100,1701,anastasiaMate attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/L7it5PM0/black#42,
vfpow,r1bqr1k1/2p1bpp1/p3p3/1p1nn1PQ/3P4/3B4/PPPB1P2/2KR3R b - - 1 17,e5g6 h5h7 g8f8 h7h8 g6h8 h1h8,1723,76,100,1460,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/mVAzE98p/black#34,French_Defense French_Defense_Rubinstein_Variation
quhBs,8/KP6/4k3/8/8/8/p4p2/1r1R4 w - - 5 65,b7b8q a2a1q,1723,76,100,1690,advancedPawn endgame master mate mateIn1 oneMove promotion,https://lichess.org/pCP90Ia5#129,
OaywR,2kr3r/pp1n1ppp/1qpBp3/P7/1P6/2nB1Q2/5PPP/R3R1K1 b - - 0 16,b6d4 f3c6 b7c6 d3a6,1725,78,100,1365,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/Bnn2mb9q/black#32,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
bAo4u,R7/5p1k/6pb/3P4/p2q4/7Q/6PK/8 w - - 6 39,h3c8 h6f4 g2g3 d4f2,1725,78,100,1210,crushing endgame short,https://lichess.org/EoFBsbcr#77,
hDA8X,8/4K3/7p/5pp1/3k1P2/6P1/7P/8 w - - 0 47,e7f6 g5f4 g3f4 d4e4 f6g6 e4f4,1729,75,100,1773,crushing endgame long pawnEndgame,https://lichess.org/ow0kZWj1#93,
f5kcv,5r2/8/2Pk4/8/1P2P3/4KNp1/8/8 w - - 1 48,b4b5 g3g2 e4e5 d6c7 e5e6 f8f3,1729,75,100,1367,advancedPawn crushing defensiveMove endgame long,https://lichess.org/kuBjYiZq#95,
2HoXq,7r/p1Q5/1p4pk/5p2/6bq/3P2N1/PPP2PPP/4R1RK w - - 7 27,c7a7 h4h2 h1h2 h6g5 a7h7 h8h7 g3h5 h7h5 h2g3 f5f4,1731,75,100,1440,discoveredAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/LYM5sxcU#53,
m1HuU,r1bq1k1r/pp3pp1/1bp2n1p/3p4/7B/PQ1B1N2/1P3PPP/R2R2K1 b - - 1 19,c8g4 h4f6 d8f6 b3b4 f8g8 b4g4,1733,75,100,1212,advantage fork long middlegame,https://lichess.org/bi35wTGc/black#38,
stMSp,8/3R2pk/8/1P5p/3R3P/6PK/1r3r2/8 w - - 0 57,g3g4 f2f3,1735,77,100,1205,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/PzN2r5UT#113,
vBrA2,1r3q2/pp5k/1npN2pp/2b1Q1B1/8/2P5/PP4PP/R6K w - - 3 25,g5h6 c5d6 h6f8 d6e5,1741,75,100,2162,advantage middlegame short,https://lichess.org/Fv6c6amR#49,
ZBNjc,r2q1r2/ppp1np1k/3p1Q1p/3Pp1PP/2P5/8/PP5N/2KR3R b - - 0 21,e7g8 g5g6 f7g6 h5g6,1743,76,100,1286,mate mateIn2 middlegame short,https://lichess.org/otdwrCj0/black#42,
2TSKg,4r3/7p/p3k3/1p1pPr2/8/2R3P1/PP5P/4R1K1 b - - 2 31,f5e5 e1e5 e6e5 c3e3 e5d4 e3e8,1743,74,100,1591,attraction crushing endgame long rookEndgame skewer,https://lichess.org/QwHwVnTi/black#62,
a7R7c,4r1k1/6pp/3B4/2ppP3/4p1Q1/2PbP3/pq2r1PP/2R2RK1 b - - 1 39,d3b1 g4e6 e8e6 f1f8,1746,75,100,1224,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/xObWJGSA/black#78,
7qVnB,r5k1/1p3ppp/p1q1pn2/4Q3/3P4/2rN4/4KPPP/2R4R b - - 17 28,a8c8 c1c3 c6c3 h1c1 c3c1 d3c1,1746,76,100,1223,advantage clearance long middlegame,https://lichess.org/xZZLJAfr/black#56,
Fi2wD,4r2k/1p4bP/3p4/p1pP4/2Pp1PQ1/2qB4/P1P2KPP/1R6 w - - 1 29,b1b7 c3e1 f2f3 e1e3,1749,74,100,1928,endgame mate mateIn2 short,https://lichess.org/iwMPMFvf#57,
iHWr9,r2q1k1r/1QN2ppp/p7/8/1b1nn3/5N2/PP3PPP/R1B2RK1 w - - 2 15,c7a8 d4e2 g1h1 e4f2 f1f2 d8d1 f3e1 d1e1 f2f1 e1f1,1755,75,100,1233,deflection fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/oxEHKIF2#29,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
IPgyL,6k1/5p2/1Q2p3/p3P1K1/P3q3/6r1/6P1/1R6 w - - 0 37,g5f6 e4h4,1758,75,100,1393,endgame mate mateIn1 oneMove,https://lichess.org/KfiGGY8h#73,
J2Y57,8/5p2/3k4/2bP2B1/2K3pp/7P/8/8 b - - 0 45,g4g3 g5f4 d6e7 c4c5,1760,76,100,1695,bishopEndgame crushing deflection endgame short,https://lichess.org/DSVI3bcN/black#90,
R5lQW,8/8/1p4p1/p1p1k1P1/P1P2p1P/1P3K2/8/8 w - - 1 44,f3g4 e5e4 h4h5 g6h5 g4h5 f4f3 g5g6 f3f2,1763,75,100,1646,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/6eelUAXM#87,
k5M16,8/5k1B/3pR2P/2pP2p1/1pP4r/1P4K1/1p6/3n4 b - - 2 40,d1c3 h7g6 f7g8 e6e8,1769,76,100,1873,endgame mate mateIn2 pillsburysMate short,https://lichess.org/yuZeLlWJ/black#80,
XYbUd,8/8/6p1/p2k1p1p/1p1r1P1P/1P2RKP1/P7/8 b - - 1 53,d4e4 e3e4 f5e4 f3e3 d5c5 e3e4,1776,75,100,1377,crushing endgame long rookEndgame zugzwang,https://lichess.org/on695zgm/black#106,
XMmDB,8/5R2/5N1k/1p2PP2/6p1/1rn3P1/p4K1P/8 b - - 2 39,a2a1q f7h7 h6g5 h7h5,1780,75,100,1201,endgame hookMate mate mateIn2 short,https://lichess.org/DA7ELvw3/black#78,
hzc9D,r1b2rk1/pp4pp/4p3/6q1/4Bp2/1Q4B1/PPP3K1/R4R2 b - - 1 22,g5g3 b3g3 f4g3 e4h7 g8h7 f1f8,1781,74,100,1221,advantage deflection long middlegame,https://lichess.org/69QXeeiw/black#44,
cTQaV,4rrk1/5pp1/2ppn3/p3pN2/4P3/P1PP4/B7/3K2R1 b - - 2 29,e8d8 f5e7 g8h7 g1h1,1793,77,100,1835,anastasiaMate endgame master mate mateIn2 short,https://lichess.org/cuo5f5n6/black#58,
u4o0N,r2q1r1k/pp1nN1pp/1b3p2/3p4/3N1R2/2P4P/PPQ3P1/4R1K1 b - - 4 25,d7e5 c2h7 h8h7 f4h4,1794,76,100,1703,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Mj6t4QRD/black#50,
Jpa8j,3r2k1/4pp2/p5p1/4K3/P1r5/7B/7P/1R5R w - - 1 25,h1d1 f7f6 e5e6 c4e4,1794,77,100,2158,endgame mate mateIn2 short,https://lichess.org/LXB751IN#49,
ns1Ed,br4r1/3k2p1/1q5p/2RnPP2/3Q4/5N1P/6P1/6K1 b - - 2 40,b8c8 c5d5 a8d5 d4b6,1796,76,100,1407,advantage discoveredAttack middlegame short,https://lichess.org/au3JDTt8/black#80,
SsCKw,5rk1/ppp2ppp/8/3NPp2/5P2/4P1q1/PPPK4/6RR b - - 0 17,g3f3 d5f6 g8h8 h1h7,1797,78,100,2175,arabianMate endgame kingsideAttack mate mateIn2 pin short,https://lichess.org/nRRkkQbf/black#34,Queens_Pawn_Game Queens_Pawn_Game_London_System
g8cAw,2kr3r/pp2n3/6p1/2p1N3/2N1P3/P1P5/4n1PP/3R1RK1 w - - 1 21,g1h1 h8h2 h1h2 d8h8,1799,76,100,1529,anastasiaMate attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/IngcoL3K#41,
fQ35o,8/6pk/6rp/ppR1Q1n1/4P3/PP3P1P/1P1r2PK/2R5 w - - 3 34,c1c2 g5f3 h2h1 d2d1,1799,77,100,1401,endgame mate mateIn2 pin short,https://lichess.org/y3IWyYWe#67,
LI8vc,r4r1k/1p2p1bp/6R1/6B1/2Bp1P2/q7/b1Q3P1/3K3R b - - 0 24,a3a4 h1h7 h8h7 g6h6,1800,76,100,1462,attraction doubleCheck mate mateIn2 middlegame sacrifice short,https://lichess.org/kOT8ciOl/black#48,
n07HE,6k1/4qpnp/p5pB/2bQP3/P1Pp3P/6R1/2P3PK/1r6 b - - 2 28,g7f5 d5a8 e7f8 h6f8,1802,75,100,1609,advantage middlegame short,https://lichess.org/OQKLdlPe/black#56,
WKTWp,4r2k/pp5P/3b1p1B/3p4/2qPr3/P4R2/1P1Q4/1K5R b - - 2 31,e4e2 h6g7 h8g7 d2h6 g7h8 h6f6,1803,75,100,1743,attraction deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/BbCP4xL6/black#62,
iQITy,3r2k1/p5p1/8/3B1R1p/8/1P1pP1q1/P2P3p/5R1K b - - 1 29,g8h7 f5h5 h7g6 d5f7,1803,75,100,1381,endgame mate mateIn2 short,https://lichess.org/ax9GptLt/black#58,
rGwtJ,8/4k3/6p1/1p1BKbP1/2pP4/2P5/8/8 w - - 3 43,d5c6 b5b4 c3b4 c4c3 c6a4 c3c2 a4c2 f5c2,1804,74,100,882,advancedPawn bishopEndgame crushing endgame master veryLong,https://lichess.org/P3r9M76I#85,
u2W72,r7/pQ5p/1p4pk/8/1P2P3/P2P1q1r/4nPRP/2RN3K w - - 5 30,b7a8 h3h2 h1h2 f3h5,1805,78,100,1345,anastasiaMate attraction mate mateIn2 middlegame pin sacrifice short,https://lichess.org/omjGeLdi#59,
8Q1sY,r2q4/pppn2k1/3pQp2/3Pp1r1/5bP1/N1P2K2/PP6/R6R b - - 6 22,d7c5 h1h7 g7h7 e6f7 g5g7 a1h1 f4h6 h1h6 h7h6 f7h5,1806,74,100,1032,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/D74cHZJt/black#44,
roeE9,1k2r2r/p1pQ4/3p4/6b1/P7/6p1/4B1PP/4R1K1 w - - 0 30,h2g3 g5e3 g1f1 h8h1,1806,75,100,950,endgame mate mateIn2 short,https://lichess.org/rlZXGrUM#59,
GVkUC,8/7p/5p1k/1pp2P2/p3P2P/P1PK4/8/8 w - - 1 35,d3e3 b5b4 c3b4 c5b4 a3b4 a4a3 b4b5 a3a2,1812,75,100,1049,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/8KAI29GL#69,
Qj8Gc,4r1k1/pQp2ppp/8/8/nP4P1/P6P/K1PR4/4r3 w - - 3 29,a2b3 a4c5 b4c5 e1b1 b3c4 b1b7,1813,76,100,1322,advantage endgame long sacrifice skewer,https://lichess.org/8kAR6KP7#57,
TC24j,8/p3k1bp/1p4p1/P1pP4/2Pp1P2/6P1/1B4KP/8 w - - 0 30,a5a6 d4d3 b2c1 g7c3 g2f3 d3d2 c1d2 c3d2,1814,76,100,1148,advancedPawn bishopEndgame clearance crushing endgame quietMove veryLong,https://lichess.org/iuPVcYmS#59,
uV8Gs,2n3k1/1p3rb1/p1p2qRQ/4pN2/6PN/1PPrp3/1P6/2K4R w - - 0 32,f5g7 f6f1 h1f1 f7f1 c1c2 d3d2,1816,75,100,1224,long mate mateIn3 middlegame sacrifice,https://lichess.org/wF74h7f9#63,
2OBnc,5r1k/5pp1/2p2r1p/1p3Nq1/p1n1P3/P1P1P2P/1P2Q1P1/1B2R2K b - - 10 29,g7g6 h3h4 g5h5 g2g4 f6f5 g4h5,1819,74,100,1055,advantage long middlegame trappedPiece,https://lichess.org/FOK5vJX0/black#58,
zW4E0,5b1k/1q1r2pp/R2P1p2/Q3rN2/4p3/P6P/5PP1/2R3K1 w - - 1 32,c1c5 e5c5 a5c5 b7a6,1819,76,100,2348,advantage middlegame short,https://lichess.org/A7hZvFOk#63,
LXe4G,4R3/1p3p2/p2b1k1p/3P1pp1/P2K2P1/1P1R1P1P/8/2r5 w - - 6 40,e8h8 d6c5,1820,75,100,976,endgame mate mateIn1 oneMove,https://lichess.org/MWO0Wvxk#79,
6AwNF,r1b2rk1/ppp2p1p/2n3p1/5q2/3p1B1P/Q5P1/PPP2P2/2KRR3 b - - 1 18,b7b5 a3f8 g8f8 f4h6 f8g8 e1e8,1821,75,100,890,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/F3iaeM8C/black#36,Englund_Gambit Englund_Gambit_Other_variations
9Z4Iz,6k1/p3r1p1/2p2n1p/Pp1p4/1P6/2QBK1P1/5Pq1/1R4R1 w - - 1 31,e3d4 g2f2,1828,77,100,1261,mate mateIn1 middlegame oneMove,https://lichess.org/wTCQEfd0#61,
