PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
Qn0kn,Q4b1r/p1pkpppp/8/8/2P1n3/8/PP1NqPPP/R1Br1RK1 w - - 5 14,a8e4 d1f1 d2f1 e2e4,1124,76,100,2883,advantage kingsideAttack middlegame short,https://lichess.org/GXEfJK9u#27,Scandinavian_Defense Scandinavian_Defense_Portuguese_Gambit
MAN9U,Q7/7k/4r1qp/3p2p1/4nP2/3Bb2P/6PB/4R2K w - - 8 46,a8d5 e4f2 h1g1 f2d3,1125,77,100,6891,advantage discoveredAttack discoveredCheck master middlegame short,https://lichess.org/e8lnnxlx#91,
GWOim,1r5k/2Q3p1/3p1r2/1P2p2p/4Pq2/5PR1/6PP/2R3K1 b - - 0 31,b8b5 c7g7,1127,77,100,2880,endgame mate mateIn1 oneMove,https://lichess.org/IpLJiYOz/black#62,
rrWeh,2r5/pp1q1p1k/5Bp1/1b1pP1Q1/3P1p1P/1P5R/P1r2P2/R5K1 w - - 0 27,h3h2 c2c1 a1c1 c8c1 g1g2 b5f1,1128,76,100,5915,crushing long middlegame,https://lichess.org/PbeF9Oxc#53,
NxFSi,1n3rk1/4p1bp/2p3p1/1pP2bN1/1p1p1q2/1Q3B2/rB4PP/2R1R1K1 b - - 3 21,g8h8 g5f7 f8f7 b3f7,1128,77,100,10303,crushing kingsideAttack middlegame short,https://lichess.org/fFQoJ7ct/black#42,
BSCYk,4r3/5pk1/6p1/p1p4q/Pb1P4/3QPN2/5PKP/3R4 w - - 0 35,d4c5 h5g4 g2f1 g4f3,1128,77,100,3320,advantage deflection endgame master masterVsMaster short,https://lichess.org/zZmfd1HL#69,
t7SU9,8/8/6Kp/8/5k1P/8/8/8 b - - 0 42,f4g4 h4h5 g4f4 g6h6 f4f5 h6g7,1129,78,100,3406,crushing endgame long pawnEndgame quietMove,https://lichess.org/uuoJHPWD/black#84,
XwD3t,rnb1k2r/ppp3p1/4q2p/4Qp2/7B/2P1bN2/P1P3PP/RK3B1R w kq - 1 15,e5g7 e6b6 f1b5 b6b5,1129,75,100,6643,mate mateIn2 middlegame short,https://lichess.org/iiJoELo2#29,Petrovs_Defense Petrovs_Defense_Modern_Attack
3Bml7,5r1k/p2n2p1/2bR1r2/2P2q2/4pnNp/1BQ1B2P/6P1/3R2K1 w - - 0 32,g4f6 f4e2 g1h1 e2c3,1131,75,100,14752,middlegame,https://lichess.org/z75s5dzM#63,
3IJBP,r4r2/5ppk/p1nqp3/1p1b2N1/3P4/P7/1P3PPP/2RQ1RK1 b - - 1 18,h7g8 d1h5 d5e4 g5e4,1134,76,100,2820,advantage middlegame short,https://lichess.org/fF3sfivQ/black#36,Sicilian_Defense Sicilian_Defense_Alapin_Variation
DTzy7,1kr4r/2q2pp1/n3pb1p/N2b4/5P2/1N6/PP2Q1PP/1K1RR3 w - - 0 23,e2a6 c7c2 b1a1 c2b2,1135,75,100,2978,mate mateIn2 middlegame queensideAttack short,https://lichess.org/U7ngOVkU#45,
WPUyb,2r5/1p3pkp/6p1/Pp1n4/1P1P4/7P/3RBPP1/5K2 w - - 6 32,e2b5 c8c1 f1e2 d5c3 e2d3 c3b5,1138,76,100,4331,advantage endgame fork long master,https://lichess.org/uT6yBV9r#63,
x6js3,1k1q2n1/pp6/2B1b3/8/1Q1P4/1P6/P3P2r/3K1R2 b - - 2 23,b7b6 f1f8 d8f8 b4f8,1139,75,100,3328,crushing middlegame pin short,https://lichess.org/RTMVMSj4/black#46,
IbgqS,1r5k/p4Qp1/2p4p/8/5N2/2P4P/P1Pq2P1/1K3R2 w - - 1 29,b1a1 d2c3,1141,75,100,5680,endgame mate mateIn1 oneMove,https://lichess.org/hbLDZPlp#57,
e2VaV,rnbqr2k/pp5p/2p3p1/4p3/2BP4/2P2Q2/P1P2PPP/R3R1K1 b - - 0 15,e5d4 e1e8 d8e8 f3f6,1144,76,100,3375,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/GmCN1KzX/black#30,Petrovs_Defense Petrovs_Defense_Three_Knights_Game
eBUiM,3r2k1/5p2/p2P1qpb/7p/1P6/P2Q3P/5PP1/4R1K1 b - - 0 40,f6d6 e1e8 d8e8 d3d6,1146,75,100,6078,advantage deflection endgame short,https://lichess.org/6cIcGPG5/black#80,
mbsP3,5k2/6pp/1R3p2/P7/6PK/5r1P/8/8 w - - 1 40,a5a6 g7g5 h4h5 f3h3,1149,75,100,2886,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/kVgSync3#79,
D5B7X,2q3k1/5ppp/4b3/8/2r5/3Q1N1P/1P3PP1/R5K1 w - - 5 27,f3g5 c4c1 a1c1 c8c1 g1h2 c1g5,1150,75,100,6400,advantage endgame fork long,https://lichess.org/179uN0W9#53,
WUQiU,8/4Qpk1/2p3p1/3pP3/P1bP4/6P1/5qBK/8 b - - 1 47,c4f1 e7f6 f2f6 e5f6 g7f6 g2f1,1152,78,100,13844,crushing endgame long,https://lichess.org/XJHDlQEX/black#94,
kwa8L,8/R1Q2pk1/5npp/8/2P5/4PB1P/1r1r1PP1/5qK1 w - - 0 30,g1f1 b2b1 f3d1 b1d1,1161,77,100,2836,endgame mate mateIn2 short,https://lichess.org/qc3esoCe#59,
B3eh1,2r5/q4kpp/P1Prpp2/8/8/2Q2PP1/7P/R1R4K w - - 1 37,c3c5 d6d1 c1d1 a7c5,1162,77,100,3075,advantage deflection endgame short,https://lichess.org/M8XQsTLI#73,
bxr52,6k1/p4p2/1p3P1b/2p1P1p1/2P5/2B2QKp/PPq4P/8 w - - 3 39,f3h5 c2g2,1165,77,100,3381,endgame master mate mateIn1 oneMove,https://lichess.org/UE33Ohlt#77,
LsBga,6R1/7K/5P2/p5r1/5kp1/8/8/8 b - - 9 48,g5g8 h7g8 g4g3 f6f7 g3g2 f7f8q,1167,76,100,15950,advancedPawn crushing endgame long promotion,https://lichess.org/jCiGyeeK/black#96,
o5y2y,8/p3kp2/5p2/4r3/P1Q3P1/4PR1p/2Pq1K1P/8 w - - 4 37,f2g3 d2g2 g3h4 g2f3,1168,75,100,3128,crushing deflection endgame master short,https://lichess.org/IroRKwGa#73,
8PHlY,8/5ppk/6bp/3Pq3/4N1P1/1P2KQ2/P7/8 b - - 0 49,e5d5 e4f6 g7f6 f3d5,1171,76,100,3557,crushing discoveredAttack endgame short,https://lichess.org/WtJYJ2RA/black#98,
2juGP,r4r1k/1p3ppp/2pR4/p3P1N1/5qPQ/P2P4/1PK5/8 b - - 1 27,h7h6 d6h6 g7h6 h4h6 h8g8 h6h7,1172,75,100,2906,endgame long mate mateIn3 sacrifice,https://lichess.org/gAWaKR7B/black#54,
p2eAy,8/2p4p/3kb1p1/p4p2/P1P1p3/1B6/1rP2PPP/R4K2 w - - 1 24,f1e2 e6c4 b3c4 b2c2,1173,75,100,15509,advantage deflection endgame master short,https://lichess.org/bjYkfzyg#47,
NgP7a,8/8/1b5p/1B1k2r1/1p1p4/P7/6P1/3R3K w - - 0 40,a3b4 g5h5 h1g1 d4d3 g1f1 h5h1,1177,76,100,2907,discoveredAttack discoveredCheck endgame long mate mateIn3 pillsburysMate,https://lichess.org/FiF9wqbA#79,
4msEV,4r1k1/ppp4p/6p1/3q4/3B4/3R2P1/2P2QKP/8 w - - 0 29,g2h3 d5h5 h3g2 e8e2 d3f3 e2f2,1177,75,100,3500,advantage endgame long pin,https://lichess.org/maTJlohY#57,
RJhuX,r1bq1r1k/4b2p/p3p1R1/3pPp1N/2pP4/2P1P2Q/3B2PP/1R4K1 b - - 0 25,h7g6 h5f6 h8g7 h3h7,1178,75,100,3619,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vevS1EFq/black#50,
66Ytu,2k4r/pp1r2p1/3b2p1/2pP1p2/2P5/PQ3BqP/8/1R2RK2 b - - 1 27,h8h3 e1e8 d7d8 b3b7,1179,75,100,3094,deflection mate mateIn2 middlegame queensideAttack short,https://lichess.org/4bRANYbL/black#54,
7aqCB,2r3r1/ppp1k2N/4bp1n/5P2/2p3P1/2P5/P6P/2KRR3 b - - 0 21,h6g4 e1e6 e7f7 d1d7,1183,75,100,4236,master mate mateIn2 middlegame short,https://lichess.org/lNrteWTj/black#42,
RNV8z,8/8/6k1/5p1p/5K2/5PP1/8/8 w - - 1 59,f4e5 g6g5 f3f4 g5g4 e5f6 g4g3,1183,76,100,7835,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/IfgBYmEb#117,
ksvow,5R2/8/6k1/p7/1r3p2/6KP/8/8 w - - 0 52,f8f4 b4f4 g3f4 a5a4 f4e5 a4a3 e5d4 a3a2,1186,76,100,2834,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/B7oagqZd#103,
nMSJy,7k/1p4p1/p3qpQp/4p3/5r2/P5NP/1P4PK/8 b - - 14 35,e5e4 g3h5 e6e7 h5f4,1188,78,100,3096,advantage endgame short,https://lichess.org/HnGV5alM/black#70,
dIrOl,8/2R5/6p1/1P6/p4P2/Pkp3P1/7r/2K5 w - - 0 48,b5b6 h2h1,1191,75,100,4115,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/GUi5FbQK#95,
6RSlY,8/2p5/3p4/3k4/3n3P/4B3/5K2/8 w - - 0 55,e3d4 d5d4 h4h5 d4e5 h5h6 e5f6 h6h7 f6g7,1191,77,100,3435,crushing endgame veryLong,https://lichess.org/T7GKeuq3#109,
Dq6yV,8/8/5pp1/7p/3kPK1P/6P1/8/8 b - - 6 50,d4d3 e4e5 f6e5 f4e5 g6g5 h4g5,1192,77,100,3829,crushing endgame long pawnEndgame,https://lichess.org/YOSF2fn8/black#100,
aPprZ,4r3/6pk/3Rn1p1/p1PQ1p2/P4P1P/6P1/4r1K1/8 w - - 1 33,g2h3 e6f4 g3f4 e8e3 d5f3 e3f3,1197,75,100,3633,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/uvvZOvd3#65,
Wjft4,b4r1k/5pp1/p3p1Np/1pQ5/1Pp1q3/7P/6RK/8 b - - 3 41,h8g8 c5f8 g8h7 f8h8,1199,75,100,9459,endgame mate mateIn2 short,https://lichess.org/U82MQcju/black#82,
XwzBi,K7/P7/2k5/2p5/6rp/8/R5P1/8 w - - 1 41,a8b8 g4g8,1200,77,100,3847,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/xnuRaL55#81,
PEL6Y,8/4Q1p1/5nk1/5q2/4p3/8/PBP2Ppr/R2QR1K1 w - - 0 24,b2f6 h2h1 g1g2 f5h3,1200,76,100,2833,mate mateIn2 middlegame short triangleMate,https://lichess.org/TRxSjlHd#47,
VZcBJ,r1bq1rk1/2p1bpp1/p3p2p/1p2B3/2pPP1Q1/2R3P1/PP3PBP/5RK1 b - - 1 14,e7f6 e5f6 d8f6 e4e5 f6e7 g2a8,1201,75,100,3356,advantage discoveredAttack long middlegame pin,https://lichess.org/kjwmSUxz/black#28,English_Opening English_Opening_Anglo-Indian_Defense
ABxQE,5rk1/5ppp/1p1r3q/4p3/p7/P3b1P1/1PQ3PN/N1R2R1K w - - 4 26,c1e1 h6h2 h1h2 d6h6,1203,76,100,5517,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/mGPDjQoJ#51,
hCLVk,1r3k1r/p1pQ1ppp/3n4/2qB4/1bP2B2/8/P4PPP/4RK1R b - - 14 20,b4e1 f4d6 c7d6 d7f7,1204,75,100,3303,mate mateIn2 middlegame short,https://lichess.org/FIqTGzI6/black#40,
Ynj1n,4r1k1/1b3pbp/p1qpr1p1/1p2n3/8/PPNR1N2/2PB1PPP/1R1Q2K1 w - - 1 24,f3e5 c6g2,1206,75,100,3768,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CdFTWP0c#47,
SX6Fx,3rk2r/pRp2p1p/2n3pb/8/8/B1p2NQ1/P1P2PPP/1K2q3 w k - 0 18,f3e1 d8d1 a3c1 d1c1,1221,76,100,4867,fork mate mateIn2 middlegame operaMate short,https://lichess.org/1BDWLlHX#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
c3eNM,8/p6k/1b2pp1p/1N6/Q4PK1/1P1R2P1/P4r1P/8 w - - 0 36,g4h5 f2h2 h5g4 f6f5 g4f3 h2f2,1222,74,100,3721,endgame long mate mateIn3 operaMate,https://lichess.org/Kf1gsdP0#71,
NxeFl,r1bq1rk1/4ppbp/p2p1np1/1p4N1/2BPN2Q/4P3/PPP3PP/R3K2R b KQ - 1 14,b5c4 e4f6 e7f6 h4h7,1224,74,100,3798,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/rO87s48m/black#28,Benoni_Defense Benoni_Defense_Old_Benoni
UPxPK,5Q2/1p5k/p6p/3p1Np1/2q3K1/8/P1P3PP/8 w - - 2 33,g4h5 c4e2 g2g4 e2h2 f5h4 h2h4,1225,75,100,3901,endgame long mate mateIn3,https://lichess.org/DfdqxxMr#65,
Q54dg,5rk1/p1p3p1/5p2/2R4p/3pBRb1/3P4/PrP3P1/7K b - - 1 30,b2a2 e4d5 g8h7 d5a2,1225,75,100,4646,advantage endgame fork short,https://lichess.org/GHVdmnpR/black#60,
TBWnu,r6k/p1p2p2/3p1P2/2p2Np1/2P1PpP1/3P1R2/q5P1/7K b - - 1 30,h8h7 f3h3 h7g8 f5e7 g8f8 h3h8,1227,76,100,3302,endgame exposedKing long mate mateIn3,https://lichess.org/hrkOW876/black#60,
Y03Ck,8/R4p1p/p4k2/1p3nNb/5P2/1B3K1P/PP1r4/8 w - - 5 32,f3e4 d2d4,1229,77,100,4691,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/omCtWu20#63,
z2RyJ,8/8/5PK1/1r6/p7/7R/1k6/8 b - - 0 61,b5b3 h3b3 a4b3 f6f7 b2c2 f7f8q,1234,75,100,3477,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/v2wm08XU/black#122,
EEcQl,6k1/p1p5/2p3KQ/2Pp4/1P2qP2/P7/8/7R w - - 1 46,g6h5 e4h1 h5g6 h1h6 g6h6 d5d4,1239,76,100,3832,crushing defensiveMove endgame hangingPiece long,https://lichess.org/sYylazbN#91,
7c2C6,4r2k/1Q1R2bp/p7/4Bpp1/5P2/2q4P/P5PK/8 b - - 1 29,g7e5 d7h7 h8g8 b7f7,1240,75,100,3562,endgame mate mateIn2 short triangleMate,https://lichess.org/QydDYqGe/black#58,
CaM35,2k4r/ppp3pp/8/4R3/2P2n2/BP3P2/2Pr1P1P/R5K1 w - - 1 19,a3c1 d2d1 e5e1 d1e1,1241,77,100,3551,endgame mate mateIn2 short,https://lichess.org/bMDYa8Pi#37,
V5vPO,3R4/8/7P/5K2/k4P2/6r1/1p6/8 w - - 0 50,d8b8 g3b3 b8b3 a4b3 f5g6 b2b1q,1243,75,100,5874,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/tgRwiLaI#99,
MfUw1,1r3r2/2p2pk1/pb1q1B2/1p1BR3/3n4/7P/PP3PP1/R2Q2K1 b - - 0 21,d6f6 d1g4 f6g6 e5g5,1244,75,100,3764,advantage middlegame pin short,https://lichess.org/E3kmyor8/black#42,
SV1kB,8/p4Q1p/7k/2pPbB2/2P5/2K4P/PP3q2/8 w - - 14 42,c3b3 f2b2 b3a4 b2b4,1246,75,100,6677,endgame mate mateIn2 short,https://lichess.org/nj0zc4HV#83,
DdW3I,r4rk1/pp3p1p/2ppb3/5P1n/1PP5/2N5/P1Q1BqPP/1RB4K w - - 2 20,f5e6 f2e1 e2f1 e1f1,1247,75,100,4450,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ye9LDqYk#39,
fcYxs,r7/p1k1q1rR/2pp4/4pQ2/2P3P1/6p1/PP4P1/2K4R b - - 3 30,a8f8 h7g7 e7g7 h1h7 g7h7 f5h7,1248,75,100,4645,clearance crushing endgame long pin,https://lichess.org/Q768BoiI/black#60,
7tmOX,r7/4kp1Q/p1qpb1P1/1p6/3p3P/1B2b3/PPP5/1K3R2 b - - 1 24,c6g2 f1f7 e6f7 h7f7,1250,76,100,3393,advantage master middlegame short,https://lichess.org/jflrxafn/black#48,
Z2FvV,8/3k1p1p/3B3K/4PP1P/8/8/7r/8 w - - 3 56,h6h7 h2h5 h7g8 h5f5,1251,75,100,5283,crushing endgame short,https://lichess.org/guZWsAAw#111,
mDDJJ,r1bq1r1k/pp3ppB/2p1p3/1n6/3P1bN1/P6Q/1P3P1P/R2R2K1 b - - 1 24,f4h6 g4h6 h8h7 h6f7 h7g8 f7d8,1252,74,100,3596,advantage discoveredAttack discoveredCheck kingsideAttack long middlegame,https://lichess.org/ZlFJ4FxU/black#48,
hTitY,8/p1R1n1pk/4Q1pp/4P3/8/7P/P3qrP1/7K w - - 0 30,e6e7 e2f1 h1h2 f2g2,1252,74,100,5527,endgame mate mateIn2 short,https://lichess.org/yBR7tPNV#59,
sb6vt,r3Qb1r/pkp2ppp/1n2p3/8/2P5/5B1P/P5P1/qN1R2K1 b - - 5 18,b7a6 e8b5,1257,77,100,3344,mate mateIn1 middlegame oneMove,https://lichess.org/RuHzn72Y/black#36,Alekhine_Defense Alekhine_Defense_Four_Pawns_Attack
5LdQt,8/8/8/R7/1r2p1PP/1k6/p3KP2/8 w - - 0 55,h4h5 b4a4 a5a4 b3a4,1259,75,100,3866,crushing endgame rookEndgame short,https://lichess.org/VWTbxqvn#109,
BQw5E,1k1r1bnr/p3q2p/1nQ2pb1/1N3p2/P1pP2P1/8/1PP4P/R1BK3R b - - 2 17,e7d7 c1f4 f8d6 f4d6 d7d6 b5d6,1260,75,100,4217,crushing long middlegame queensideAttack,https://lichess.org/TgmuV7pO/black#34,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
vuGoB,3r4/1pk3b1/1p1p3p/5BpR/2P3P1/1P3b2/K7/3R4 w - - 4 42,d1e1 d8a8 a2b1 a8a1 b1c2 a1e1,1261,74,100,3358,crushing endgame long skewer,https://lichess.org/HwV6XIdp#83,
bGshd,2b1k3/p4p2/1p1N1q2/4n1p1/PPp3r1/2P1P3/1B4pP/2RQ2K1 b - - 0 23,e8d8 d6e4 d8e7 e4f6,1265,75,100,3366,crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/hZwuYRPV/black#46,
RgpPn,6k1/Qp3pp1/4q2p/8/8/PR3P2/KP4rP/8 b - - 0 37,g2h2 a7b8 g8h7 b8h2,1267,76,100,3290,advantage endgame fork master short,https://lichess.org/dkTtcRUS/black#74,
i5MMP,r1bqr1k1/ppp1npp1/4Pn1p/8/2P5/B2B1N2/P4PPP/R3QRK1 b - - 0 15,d8d3 e6f7 g8f7 f3e5 f7g8 e5d3,1267,76,100,4274,advancedPawn advantage attraction fork long opening,https://lichess.org/UZCT6Hj2/black#30,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
XycWT,6k1/4q1p1/R4n1p/1p1p1Q2/2pP1P1N/P1P4P/1P3KP1/4r3 w - - 5 37,f5c2 e7e3,1271,75,100,3554,endgame mate mateIn1 oneMove triangleMate,https://lichess.org/uKxNnjjV#73,
m8OJw,1r4k1/5pP1/1P5p/p1pqP2Q/P1pB2p1/2P5/7P/6K1 b - - 0 34,c5d4 h5h6 f7f6 h6h8 g8f7 h8b8,1272,75,100,4088,crushing endgame long skewer,https://lichess.org/6o1KUGoT/black#68,
7ZkzT,5r1k/6p1/1p1R2bp/p3B2n/B1p5/8/PP5P/6K1 b - - 1 38,g6d3 d6h6 h8g8 h6h5,1273,74,100,3709,advantage endgame pin short,https://lichess.org/0awczdo1/black#76,
fXUDI,r7/ppQ3k1/3R2pp/4nn2/5q2/8/PP4PP/R6K b - - 1 28,e5f7 d6g6 g7g6 c7f4,1273,75,100,4042,crushing discoveredAttack middlegame short,https://lichess.org/QK4RW4vQ/black#56,
9VqGR,3r2k1/1p4pp/3Np3/q1P1P3/7r/2B5/4Q1PK/2R5 w - - 2 33,h2g1 a5c5 e2f2 h4h1 g1h1 c5f2,1278,75,100,5217,crushing deflection long middlegame,https://lichess.org/28CiHdZq#65,
dybiq,8/5p2/4kp1p/p1p5/2P2PK1/PP5P/8/8 b - - 2 36,f6f5 g4h5 a5a4 b3a4,1279,77,100,3309,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/A4mwYooe/black#72,
5QRFR,6r1/p2kb2R/1p2p3/3pP3/5r2/2P2NpP/PP4K1/3R4 w - - 0 28,d1d4 f4f3 g2f3 g3g2,1279,76,100,4035,advancedPawn advantage endgame master sacrifice short,https://lichess.org/tvDclg38#55,
uVuSI,3r1k2/p2Bpp1p/2P3p1/3Rb3/8/7P/P5P1/6K1 b - - 0 28,e5d6 d5d6 e7d6 c6c7 d8d7 c7c8q,1280,75,100,3283,advancedPawn advantage endgame long promotion sacrifice,https://lichess.org/QLKPhdpm/black#56,
oyq79,3r2k1/2q3B1/p4pnQ/1pp2N2/4p1Pb/1PP4P/1P4K1/R4R2 w - - 0 29,h6g6 d8d2 f1f2 d2f2 g2h1 c7h2,1280,75,100,3394,long mate mateIn3 middlegame,https://lichess.org/gycuXmnE#57,
XOWu5,3R4/8/5p2/4k2P/8/8/3p2K1/3r4 b - - 0 47,f6f5 h5h6 e5f4 h6h7,1282,75,100,5495,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/YXxtMTpk/black#94,
elk0I,r6k/p2qprb1/6bp/PnRp2p1/1p1P2P1/1P2QPB1/5NBP/4R1K1 b - - 3 28,g7d4 g3e5 d4e5 e3e5,1283,74,100,4556,advantage kingsideAttack master middlegame short,https://lichess.org/cOFYWzw7/black#56,
5rk8P,2k2r1r/pp5p/1b2p1pQ/3p4/1P3B2/2P3P1/P1q2P1P/R3R1K1 w - - 1 21,a1c1 c2f2 g1h1 f2f3,1287,75,100,4541,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/9C0JSHTT#41,
JZxCD,2r3k1/3n1pbp/p3p1p1/1p1q4/1P1P1P2/3QP1PP/2B3K1/2R2R2 w - - 1 27,d3e4 c8c2 c1c2 d5e4,1289,75,100,3809,crushing middlegame pin short,https://lichess.org/zi95yX47#53,
Z5w7g,4r1k1/6p1/2p2b2/2Pp2p1/1P1Pn3/8/P3Q1PP/5RK1 w - - 0 29,b4b5 f6d4 g1h1 e4g3 h2g3 e8e2,1291,77,100,3869,advantage discoveredAttack endgame long,https://lichess.org/YwPfEi1a#57,
BDzKK,r1b3k1/2pprpp1/ppq4p/8/PbB1P3/8/1PP1QPPP/R1B2RK1 w - - 0 16,c4d5 c6d5 e4d5 e7e2,1292,76,100,5090,advantage middlegame short,https://lichess.org/6TBt91nk#31,Scotch_Game Scotch_Game_Scotch_Gambit
w8wXR,8/8/6k1/5p1p/1r3PPR/7P/7K/8 b - - 0 37,b4f4 g4h5 g6g5 h4f4 g5f4 h5h6,1296,75,100,3789,crushing discoveredAttack endgame long rookEndgame,https://lichess.org/lUzlUKv8/black#74,
RJpKc,8/6k1/2R1n3/5pBp/5P1P/r7/5K2/8 b - - 12 42,e6d4 g5f6 g7f7 f6d4,1297,75,100,4575,crushing endgame fork master short,https://lichess.org/jpvxbTRY/black#84,
M3QOB,r2q1rk1/3n1p1p/2p3B1/p3p2n/1p1P2Rb/2P1BP1P/PPQKN3/6R1 b - - 0 22,h7g6 g4g6 f7g6 c2g6 h5g7 g6g7,1297,75,100,3910,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/HILZRdF6/black#44,
Zwx8c,6rk/6R1/5p1p/1pQ4P/p1b5/P1P4q/1P6/K5R1 b - - 0 39,g8g7 c5f8 c4g8 f8g7,1298,76,100,4660,endgame mate mateIn2 short,https://lichess.org/dwG5KraA/black#78,
WHclj,N1b1r1k1/pp1p1ppp/3Q4/4P3/2qn4/8/P4PPP/R3R1K1 w - - 3 17,a1c1 d4e2 g1h1 e2c1,1301,76,100,3819,advantage fork middlegame short,https://lichess.org/9qvMA5Tj#33,Danish_Gambit_Accepted Danish_Gambit_Accepted_Copenhagen_Defense
QJBOc,2r2r2/1pp1qp1k/p2p1Rpp/4p3/4P2Q/1P1PPR1P/1PP3P1/6K1 b - - 4 22,h7g7 f6g6 f7g6 h4e7,1305,75,100,4004,crushing discoveredAttack endgame short,https://lichess.org/o3lVlR7x/black#44,
54GHs,r7/1Q5k/p4Pp1/1p6/5Pq1/8/P4K1P/8 b - - 4 40,h7h6 b7g7 h6h5 g7h7,1306,76,100,3727,endgame mate mateIn2 short,https://lichess.org/iAFpntx3/black#80,
mYQci,5rk1/pQ4pp/2p5/8/7q/8/P1P3bB/6RK w - - 0 36,g1g2 f8f1 g2g1 h4e4,1307,75,100,4168,endgame mate mateIn2 short,https://lichess.org/65ko4l80#71,
F0CMI,1b3r1k/pp4pp/6p1/4q3/4N3/P2Q1P1P/1P3PK1/3R4 w - - 6 28,d3d7 e5h2 g2f1 h2h1 f1e2 h1f3,1307,77,100,5411,crushing endgame long,https://lichess.org/v08LnkFw#55,
Z0tC0,6r1/6pp/8/4R3/1k6/1P1p2Pn/PK1P3P/8 b - - 1 33,g8c8 a2a3,1313,75,100,3741,endgame mate mateIn1 oneMove,https://lichess.org/ZdKEeO1W/black#66,
XIdpN,8/8/8/2pnBkp1/4n3/3K1N1P/6P1/8 b - - 4 42,d5b6 g2g4 f5g6 d3e4,1314,74,100,5746,crushing deflection endgame short,https://lichess.org/1Rj3UzI0/black#84,
lMKOP,2brr2k/2q2pp1/2p4p/4NP2/1P1n4/6Q1/6PP/RB2R1K1 b - - 2 34,h8h7 f5f6 g7g6 b1g6 f7g6 g3g6,1314,74,100,3725,crushing discoveredAttack discoveredCheck long middlegame,https://lichess.org/Um4M1qWG/black#68,
j28jV,r7/Pk2b3/8/4Np1p/6p1/4P1P1/3K3P/R7 b - - 10 41,a8a7 a1a7 b7a7 e5c6 a7b6 c6e7,1315,74,100,4727,attraction crushing endgame exposedKing fork long,https://lichess.org/01mAVMvU/black#82,
P7dnE,r5k1/p1p2ppp/3p3r/2p5/PP2PPn1/3B1R2/1BQN4/R4K1q w - - 10 23,f1e2 h6h2 f3f2 h2f2,1315,74,100,4610,mate mateIn2 middlegame short,https://lichess.org/aTo90YHW#45,
0lBW3,1R3b1r/p2pkp1p/6pP/3bPP2/3N4/2r5/P1P5/4KR2 b - - 0 24,g6f5 d4f5 e7e6 b8e8 f8e7 e8e7,1322,75,100,3743,long mate mateIn3 middlegame,https://lichess.org/CNo9mzrm/black#48,
8Q3bm,8/p4k2/8/1p2R3/1B2p3/P2rP1P1/KR5p/7r w - - 0 46,e5e4 h1a1 a2a1 h2h1q a1a2 h1e4,1322,75,100,5014,advancedPawn attraction crushing endgame fork long promotion,https://lichess.org/vJXxmsuc#91,
jpJG9,2r2k1R/1q4b1/p2rpnB1/1p3p2/1PpP1N2/6P1/7Q/5RK1 b - - 15 33,g7h8 h2h8 f8e7 h8g7,1325,76,100,6836,crushing fork middlegame short,https://lichess.org/e573x5rC/black#66,
uNOZf,4rrk1/p1Q4p/1p3qp1/8/8/P1P5/2PP1PPP/R1B2RK1 w - - 1 20,d2d4 f6f2 f1f2 e8e1 f2f1 e1f1,1327,75,100,3982,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/2WqLfyqN#39,
eqcQW,8/5p1k/q1bP3p/2B3p1/pQP5/2P4P/5PP1/6K1 w - - 1 39,b4b6 a6b6 c5b6 a4a3 d6d7 c6d7,1327,74,100,3750,crushing endgame long,https://lichess.org/0ZyxPHX8#77,
MOAjJ,r5k1/pp3ppp/7q/3p4/5nP1/2PB4/PP1Q1PP1/3Rr1K1 w - - 0 22,d1e1 f4h3 g2h3 h6d2,1331,74,100,3774,crushing discoveredAttack endgame short,https://lichess.org/RiwmHNSf#43,
